process_tech;grid;Minor Time;Major Time;Scenario;rate
NET;32;1;1;LL;8.287020844535537
NET;33;1;1;LL;464.06504065140666
LARGE_CO2_COMPRESSOR;33;1;1;LL;570.8000000012302
XL_CO2_COMPRESSOR;32;1;1;LL;771.4263275639535
INCUMBENT_CEMENT;1;1;1;LL;109.7928082
INCUMBENT_CEMENT;2;1;1;LL;57.21004566
INCUMBENT_CEMENT;3;1;1;LL;57.21004566
INCUMBENT_CEMENT;4;1;1;LL;59.31335616
INCUMBENT_CEMENT;5;1;1;LL;102.2208904
INCUMBENT_CEMENT;6;1;1;LL;57.21004566
INCUMBENT_CEMENT;7;1;1;LL;96.75228311
INCUMBENT_CEMENT;8;1;1;LL;57.21004566
INCUMBENT_CEMENT;9;1;1;LL;75.29851598
INCUMBENT_CEMENT;10;1;1;LL;57.21004566
INCUMBENT_CEMENT;11;1;1;LL;57.21004566
INCUMBENT_CEMENT;12;1;1;LL;37.85958904
INCUMBENT_CEMENT;13;1;1;LL;57.21004566
INCUMBENT_CEMENT;14;1;1;LL;57.21004566
INCUMBENT_CEMENT;15;1;1;LL;79.92579909
INCUMBENT_CEMENT;16;1;1;LL;57.21004566
INCUMBENT_CEMENT;17;1;1;LL;57.21004566
INCUMBENT_CEMENT;18;1;1;LL;50.90011416
INCUMBENT_CEMENT;19;1;1;LL;67.30593607
INCUMBENT_CEMENT;20;1;1;LL;54.26541096
INCUMBENT_CEMENT;21;1;1;LL;57.21004566
INCUMBENT_CEMENT;22;1;1;LL;57.21004566
INCUMBENT_CEMENT;23;1;1;LL;57.21004566
INCUMBENT_CEMENT;24;1;1;LL;57.21004566
INCUMBENT_CEMENT;25;1;1;LL;40.80422374
INCUMBENT_CEMENT;26;1;1;LL;95.0696347
INCUMBENT_CEMENT;27;1;1;LL;96.331621
INCUMBENT_CEMENT;28;1;1;LL;53.84474886
INCUMBENT_CEMENT;29;1;1;LL;55.10673516
INCUMBENT_CEMENT;30;1;1;LL;57.21004566
INCUMBENT_CEMENT;31;1;1;LL;57.21004566
CCS_CALCINED_CLAY_CEMENT;1;1;1;LL;109.7928082
CCS_CALCINED_CLAY_CEMENT;2;1;1;LL;57.21004566
CCS_CALCINED_CLAY_CEMENT;3;1;1;LL;57.21004566
CCS_CALCINED_CLAY_CEMENT;4;1;1;LL;59.31335616
CCS_CALCINED_CLAY_CEMENT;5;1;1;LL;102.2208904
CCS_CALCINED_CLAY_CEMENT;6;1;1;LL;57.21004566
CCS_CALCINED_CLAY_CEMENT;7;1;1;LL;96.75228311
CCS_CALCINED_CLAY_CEMENT;8;1;1;LL;57.21004566
CCS_CALCINED_CLAY_CEMENT;9;1;1;LL;75.29851598
CCS_CALCINED_CLAY_CEMENT;10;1;1;LL;57.21004566
CCS_CALCINED_CLAY_CEMENT;11;1;1;LL;57.21004566
CCS_CALCINED_CLAY_CEMENT;12;1;1;LL;37.85958904
CCS_CALCINED_CLAY_CEMENT;13;1;1;LL;57.21004566
CCS_CALCINED_CLAY_CEMENT;14;1;1;LL;57.21004566
CCS_CALCINED_CLAY_CEMENT;15;1;1;LL;79.92579909
CCS_CALCINED_CLAY_CEMENT;16;1;1;LL;57.21004566
CCS_CALCINED_CLAY_CEMENT;17;1;1;LL;57.21004566
CCS_CALCINED_CLAY_CEMENT;18;1;1;LL;50.90011416
CCS_CALCINED_CLAY_CEMENT;19;1;1;LL;67.30593607
CCS_CALCINED_CLAY_CEMENT;20;1;1;LL;54.26541096
CCS_CALCINED_CLAY_CEMENT;21;1;1;LL;57.21004566
CCS_CALCINED_CLAY_CEMENT;22;1;1;LL;57.21004566
CCS_CALCINED_CLAY_CEMENT;23;1;1;LL;57.21004566
CCS_CALCINED_CLAY_CEMENT;24;1;1;LL;57.21004566
CCS_CALCINED_CLAY_CEMENT;25;1;1;LL;40.80422374
CCS_CALCINED_CLAY_CEMENT;26;1;1;LL;95.0696347
CCS_CALCINED_CLAY_CEMENT;27;1;1;LL;96.331621
CCS_CALCINED_CLAY_CEMENT;28;1;1;LL;53.84474886
CCS_CALCINED_CLAY_CEMENT;29;1;1;LL;55.10673515999999
CCS_CALCINED_CLAY_CEMENT;30;1;1;LL;57.21004566
CCS_CALCINED_CLAY_CEMENT;31;1;1;LL;57.21004566
